2000,0
2000.5,0
2000.8,-0.00018
2001,-0.00042003
2001.3,-0.00073989
2001.6,-0.0011397
2001.9,-0.0016195
2002.2,-0.0021791
2002.5,-0.0028187
2002.8,-0.0035381
2003.1,-0.0043374
2003.4,-0.0052165
2003.7,-0.0061754
2004,-0.0072142
2004.3,-0.0083328
2004.6,-0.0095311
2004.9,-0.010809
2005.2,-0.012167
2005.5,-0.013605
2005.8,-0.015122
2006.1,-0.016719
2006.4,-0.018396
2006.7,-0.020152
2007,-0.021989
2007.3,-0.023904
2007.6,-0.0259
2007.9,-0.027975
2008.2,-0.03013
2008.5,-0.032364
2008.8,-0.034678
2009.1,-0.037071
2009.4,-0.039544
2009.7,-0.042097
2010,-0.044729
2010.3,-0.047441
2010.6,-0.050232
2010.9,-0.053102
2011.2,-0.056052
2011.5,-0.059082
2011.8,-0.062191
2012.1,-0.065379
2012.4,-0.068647
2012.7,-0.071994
2013,-0.075421
2013.3,-0.078927
2013.6,-0.082512
2013.9,-0.086177
2014.2,-0.089921
2014.5,-0.093744
2014.8,-0.097647
2015.1,-0.10163
2015.4,-0.10569
2015.7,-0.10983
2016,-0.11405
2016.3,-0.11835
2016.6,-0.12273
2016.9,-0.12718
2017.2,-0.13172
2017.5,-0.13634
2017.8,-0.14103
2018.1,-0.14581
2018.4,-0.15066
2018.7,-0.15559
2019,-0.1606
2019.3,-0.16569
2019.6,-0.17086
2019.9,-0.17611
2020.2,-0.18144
2020.5,-0.18685
2020.8,-0.19233
2021.1,-0.1979
2021.4,-0.20354
2021.7,-0.20926
2022,-0.21506
2022.3,-0.22094
2022.6,-0.2269
2022.9,-0.23294
2023.2,-0.23906
2023.5,-0.24526
2023.8,-0.25153
2024.1,-0.25789
2024.4,-0.26432
2024.7,-0.27083
2025,-0.27742
2025.3,-0.28409
2025.6,-0.29084
2025.9,-0.29766
2026.2,-0.30457
2026.5,-0.31155
2026.8,-0.31862
2027.1,-0.32576
2027.4,-0.33298
2027.7,-0.34028
2028,-0.34766
2028.3,-0.35511
2028.6,-0.36265
2028.9,-0.37026
2029.2,-0.37795
2029.5,-0.38573
2029.8,-0.39358
2030.1,-0.4015
2030.4,-0.40951
2030.7,-0.4176
2031,-0.42576
2031.3,-0.434
2031.6,-0.44232
2031.9,-0.45072
2032.2,-0.4592
2032.5,-0.46776
2032.8,-0.47639
2033.1,-0.4851
2033.4,-0.4939
2033.7,-0.50277
2034,-0.51171
2034.3,-0.52074
2034.6,-0.52985
2034.9,-0.53903
2035.2,-0.54829
2035.5,-0.55763
2035.8,-0.56705
2036.1,-0.57655
2036.4,-0.58612
2036.7,-0.59578
2037,-0.60551
2037.3,-0.61532
2037.6,-0.62521
2037.9,-0.63517
2038.2,-0.64522
2038.5,-0.65534
2038.8,-0.66554
2039.1,-0.67582
2039.4,-0.68618
2039.7,-0.69661
2040,-0.70712
2040.3,-0.71772
2040.6,-0.72839
2040.9,-0.73913
2041.2,-0.74996
2041.5,-0.76086
2041.8,-0.77184
2042.1,-0.7829
2042.4,-0.79404
2042.7,-0.80526
2043,-0.81655
2043.3,-0.82792
2043.6,-0.83937
2043.9,-0.8509
2044.2,-0.86251
2044.5,-0.87419
2044.8,-0.88595
2045.1,-0.89779
2045.4,-0.90971
2045.7,-0.9217
2046,-0.93377
2046.3,-0.94592
2046.6,-0.95815
2046.9,-0.97046
2047.2,-0.98284
2047.5,-0.9953
2047.8,-1.0078
2048.1,-1.0205
2048.4,-1.0332
2048.7,-1.0459
2049,-1.0588
2049.3,-1.0717
2049.6,-1.0847
2049.9,-1.0978
2050.2,-1.111
2050.5,-1.1242
2050.8,-1.1375
2051.1,-1.1509
2051.4,-1.1644
2051.7,-1.1779
2052,-1.1916
2052.3,-1.2053
2052.6,-1.219
2052.9,-1.2329
2053.2,-1.2468
2053.5,-1.2608
2053.8,-1.2749
2054.1,-1.2891
2054.4,-1.3034
2054.7,-1.3177
2055,-1.3321
2055.3,-1.3466
2055.6,-1.3611
2055.9,-1.3757
2056.2,-1.3905
2056.5,-1.4052
2056.8,-1.4201
2057.1,-1.435
2057.4,-1.4501
2057.7,-1.4652
2058,-1.4803
2058.3,-1.4956
2058.6,-1.5109
2058.9,-1.5263
2059.2,-1.5418
2059.5,-1.5574
2059.8,-1.573
2060.1,-1.5887
2060.4,-1.6045
2060.7,-1.6204
2061,-1.6363
2061.3,-1.6524
2061.6,-1.6685
2061.9,-1.6846
2062.2,-1.7009
2062.5,-1.7172
2062.8,-1.7336
2063.1,-1.7501
2063.4,-1.7667
2063.7,-1.7833
2064,-1.8
2064.3,-1.8168
2064.6,-1.8337
2064.9,-1.8506
2065.2,-1.8677
2065.5,-1.8848
2065.8,-1.9019
2066.1,-1.9192
2066.4,-1.9365
2066.7,-1.9539
2067,-1.9714
2067.3,-1.989
2067.6,-2.0066
2067.9,-2.0244
2068.2,-2.0421
2068.5,-2.06
2068.8,-2.078
2069.1,-2.096
2069.4,-2.1141
2069.7,-2.1323
2070,-2.1505
2070.3,-2.1688
2070.6,-2.1873
2070.9,-2.2057
2071.2,-2.2243
2071.5,-2.2429
2071.8,-2.2616
2072.1,-2.2804
2072.4,-2.2993
2072.7,-2.3182
2073,-2.3373
2073.3,-2.3564
2073.6,-2.3755
2073.9,-2.3948
2074.2,-2.4141
2074.5,-2.4335
2074.8,-2.453
2075.1,-2.4725
2075.4,-2.4922
2075.7,-2.5119
2076,-2.5317
2076.3,-2.5515
2076.6,-2.5715
2076.9,-2.5915
2077.2,-2.6116
2077.5,-2.6317
2077.8,-2.652
2078.1,-2.6723
2078.4,-2.6927
2078.7,-2.7132
2079,-2.7337
2079.3,-2.7543
2079.6,-2.7751
2079.9,-2.7958
2080.2,-2.8167
2080.5,-2.8376
2080.8,-2.8586
2081.1,-2.8797
2081.4,-2.9009
2081.7,-2.9221
2082,-2.9434
2082.3,-2.9648
2082.6,-2.9863
2082.9,-3.0078
2083.2,-3.0294
2083.5,-3.0511
2083.8,-3.0729
2084.1,-3.0947
2084.4,-3.1166
2084.7,-3.1386
2085,-3.1607
2085.3,-3.1828
2085.6,-3.2051
2085.9,-3.2274
2086.2,-3.2497
2086.5,-3.2722
2086.8,-3.2947
2087.1,-3.3173
2087.4,-3.34
2087.7,-3.3628
2088,-3.3856
2088.3,-3.4085
2088.6,-3.4315
2088.9,-3.4545
2089.2,-3.4777
2089.5,-3.5009
2089.8,-3.5242
2090.1,-3.5475
2090.4,-3.571
2090.7,-3.5945
2091,-3.6181
2091.3,-3.6417
2091.6,-3.6655
2091.9,-3.6893
2092.2,-3.7132
2092.5,-3.7371
2092.8,-3.7612
2093.1,-3.7853
2093.4,-3.8095
2093.7,-3.8338
2094,-3.8581
2094.3,-3.8825
2094.6,-3.907
2094.9,-3.9316
2095.2,-3.9562
2095.5,-3.981
2095.8,-4.0058
2096.1,-4.0306
2096.4,-4.0556
2096.7,-4.0806
2097,-4.1057
2097.3,-4.1309
2097.6,-4.1561
2097.9,-4.1815
2098.2,-4.2069
2098.5,-4.2324
2098.8,-4.2579
2099.1,-4.2835
2099.4,-4.3092
2099.7,-4.335
2100,-4.3609
2100.3,-4.3868
2100.6,-4.4128
2100.9,-4.4389
2101.2,-4.465
2101.5,-4.4913
2101.8,-4.5176
2102.1,-4.544
2102.4,-4.5704
2102.7,-4.5969
2103,-4.6236
2103.3,-4.6502
2103.6,-4.677
2103.9,-4.7038
2104.2,-4.7307
2104.5,-4.7577
2104.8,-4.7848
2105.1,-4.8119
2105.4,-4.8391
2105.7,-4.8664
2106,-4.8938
2106.3,-4.9212
2106.6,-4.9487
2106.9,-4.9763
2107.2,-5.0039
2107.5,-5.0317
2107.8,-5.0595
2108.1,-5.0874
2108.4,-5.1153
2108.7,-5.1434
2109,-5.1715
2109.3,-5.1996
2109.6,-5.2279
2109.9,-5.2562
2110.2,-5.2846
2110.5,-5.3131
2110.8,-5.3417
2111.1,-5.3703
2111.4,-5.399
2111.7,-5.4278
2112,-5.4567
2112.3,-5.4856
2112.6,-5.5146
2112.9,-5.5437
2113.2,-5.5728
2113.5,-5.6021
2113.8,-5.6314
2114.1,-5.6607
2114.4,-5.6902
2114.7,-5.7197
2115,-5.7493
2115.3,-5.779
2115.6,-5.8087
2115.9,-5.8386
2116.2,-5.8685
2116.5,-5.8985
2116.8,-5.9285
2117.1,-5.9586
2117.4,-5.9888
2117.7,-6.0191
2118,-6.0494
2118.3,-6.0799
2118.6,-6.1104
2118.9,-6.1409
2119.2,-6.1716
2119.5,-6.2023
2119.8,-6.2331
2120.1,-6.264
2120.4,-6.2949
2120.7,-6.3259
2121,-6.357
2121.3,-6.3882
2121.6,-6.4194
2121.9,-6.4507
2122.2,-6.4821
2122.5,-6.5136
2122.8,-6.5451
2123.1,-6.5768
2123.4,-6.6084
2123.7,-6.6402
2124,-6.672
2124.3,-6.7039
2124.6,-6.7359
2124.9,-6.768
2125.2,-6.8001
2125.5,-6.8323
2125.8,-6.8646
2126.1,-6.897
2126.4,-6.9294
2126.7,-6.9619
2127,-6.9945
2127.3,-7.0271
2127.6,-7.0598
2127.9,-7.0926
2128.2,-7.1255
2128.5,-7.1585
2128.8,-7.1915
2129.1,-7.2246
2129.4,-7.2578
2129.7,-7.291
2130,-7.3243
2130.3,-7.3577
2130.6,-7.3912
2130.9,-7.4247
2131.2,-7.4583
2131.5,-7.492
2131.8,-7.5258
2132.1,-7.5596
2132.4,-7.5935
2132.7,-7.6275
2133,-7.6615
2133.3,-7.6957
2133.6,-7.7299
2133.9,-7.7642
2134.2,-7.7985
2134.5,-7.8329
2134.8,-7.8674
2135.1,-7.902
2135.4,-7.9366
2135.7,-7.9714
2136,-8.0062
2136.3,-8.041
2136.6,-8.076
2136.9,-8.111
2137.2,-8.1461
2137.5,-8.1812
2137.8,-8.2165
2138.1,-8.2518
2138.4,-8.2871
2138.7,-8.3226
2139,-8.3581
2139.3,-8.3937
2139.6,-8.4294
2139.9,-8.4652
2140.2,-8.501
2140.5,-8.5369
2140.8,-8.5728
2141.1,-8.6089
2141.4,-8.645
2141.7,-8.6812
2142,-8.7175
2142.3,-8.7538
2142.6,-8.7902
2142.9,-8.8267
2143.2,-8.8633
2143.5,-8.8999
2143.8,-8.9366
2144.1,-8.9734
2144.4,-9.0102
2144.7,-9.0471
2145,-9.0841
2145.3,-9.1212
2145.6,-9.1583
2145.9,-9.1956
2146.2,-9.2329
2146.5,-9.2702
2146.8,-9.3076
2147.1,-9.3452
2147.4,-9.3827
2147.7,-9.4204
2148,-9.4581
2148.3,-9.4959
2148.5,-9.5338
2148.8,-9.5717
2149.1,-9.6098
2149.4,-9.6479
2149.7,-9.686
2150,-9.7243
2150.3,-9.7626
2150.6,-9.801
2150.9,-9.8394
2151.2,-9.878
2151.5,-9.9166
2151.8,-9.9552
2152.1,-9.994
2152.4,-10.033
2152.7,-10.072
2153,-10.111
2153.3,-10.15
2153.6,-10.189
2153.9,-10.228
2154.2,-10.267
2154.5,-10.307
2154.8,-10.346
2155.1,-10.386
2155.4,-10.425
2155.7,-10.465
2156,-10.504
2156.3,-10.544
2156.6,-10.584
2156.9,-10.624
2157.2,-10.664
2157.5,-10.704
2157.8,-10.744
2158.1,-10.784
2158.4,-10.825
2158.7,-10.865
2159,-10.905
2159.3,-10.946
2159.6,-10.986
2159.9,-11.027
2160.2,-11.068
2160.5,-11.109
2160.8,-11.149
2161.1,-11.19
2161.4,-11.231
2161.7,-11.272
2162,-11.314
2162.3,-11.355
2162.6,-11.396
2162.9,-11.437
2163.2,-11.479
2163.5,-11.52
2163.8,-11.562
2164.1,-11.604
2164.4,-11.645
2164.7,-11.687
2165,-11.729
2165.3,-11.771
2165.6,-11.813
2165.9,-11.855
2166.2,-11.897
2166.5,-11.94
2166.8,-11.982
2167.1,-12.024
2167.4,-12.067
2167.7,-12.109
2168,-12.152
2168.3,-12.194
2168.6,-12.237
2168.9,-12.28
2169.2,-12.323
2169.5,-12.366
2169.8,-12.409
2170.1,-12.452
2170.4,-12.495
2170.7,-12.538
2171,-12.582
2171.3,-12.625
2171.6,-12.669
2171.9,-12.712
2172.2,-12.756
2172.5,-12.799
2172.8,-12.843
2173.1,-12.887
2173.4,-12.931
2173.7,-12.975
2174,-13.019
2174.3,-13.063
2174.6,-13.107
2174.9,-13.151
2175.2,-13.196
2175.5,-13.24
2175.8,-13.285
2176.1,-13.329
2176.4,-13.374
2176.7,-13.418
2177,-13.463
2177.3,-13.508
2177.6,-13.553
2177.9,-13.598
2178.2,-13.643
2178.5,-13.688
2178.8,-13.733
2179.1,-13.779
2179.4,-13.824
2179.7,-13.869
2180,-13.915
2180.3,-13.96
2180.6,-14.006
2180.9,-14.052
2181.2,-14.097
2181.5,-14.143
2181.8,-14.189
2182.1,-14.235
2182.4,-14.281
2182.7,-14.327
2183,-14.373
2183.3,-14.42
2183.6,-14.466
2183.9,-14.512
2184.2,-14.559
2184.5,-14.605
2184.8,-14.652
2185.1,-14.699
2185.4,-14.746
2185.7,-14.792
2186,-14.839
2186.3,-14.886
2186.6,-14.933
2186.9,-14.98
2187.2,-15.028
2187.5,-15.075
2187.8,-15.122
2188,-15.17
2188.3,-15.217
